	DocumentID	Content
1268	D1791	this clock representation shows some of the major units of geological time and definitive events of earth history the hadean eon represents the time before fossil record of life on earth its upper boundary is now regarded as 40 ga billion years ago other subdivisions reflect the evolution of life the archean and proterozoic are both eons the palaeozoic mesozoic and cenozoic are eras of the phanerozoic eon the two million year quaternary period the time of recognizable humans is too small to be visible at this scale the geologic time scale is a system of chronological measurement that relates stratigraphy to time and is used by geologists paleontologists and other earth scientists to describe the timing and relationships between events that have occurred throughout earths history the table of geologic time spans presented here agrees with the dates and nomenclature set forth by the international commission on stratigraphy standard color codes of the international commission on stratigraphy evidence from radiometric dating indicates that the earth is about 454 billion years old the geology or deep time of earths past has been organized into various units according to events which took place in each period different spans of time on the gts are usually delimited by changes in the composition of strata which correspond to them indicating major geological or paleontological events such as mass extinctions for example the boundary between the cretaceous period and the paleogene period is defined by the cretaceous–paleogene extinction event which marked the demise of the dinosaurs and many other groups of life older time spans which predate the reliable fossil record before the proterozoic eon are defined by absolute age
1269	D1793	the ti82 is a graphing calculator made by texas instruments the ti82 was designed in 1993 as a stripped down more user friendly version of the ti85 and as a replacement for the ti81 it was the direct predecessor of the ti83 it shares with the ti85 a 6 mhz zilog z80 microprocessor like the ti81 the ti82 features a 96x64 pixel display and the core feature set of the ti81 with many new features
1270	D1796	the cast of characters of the king of fighters xi the king of fighters fighting game series produced by snk playmore includes a wide cast of characters some of which are taken from other snk games the story takes place in a fictional universe in which an annual series of 3on3 or 4on4 fighting tournaments are held the first game in the series introduces the initial main character of the series kyo kusanagi a young japanese fighter who is the heir to a powerful group of martial artists having pyrokinetic abilities kyo fights against the kusanagi clans enemies his rival iori yagami and the god orochi and its human followers among others the first four games in the series revolve about these fights while the king of fighters 99 introduces a new story arc revolving around k a young man who seeks to destroy the mysterious nests organization because they kidnapped him at an early age and stripped him of his past memories so that they could force him to be a fighter under their control in the king of fighters 2003 a new character named ash crimson enters the tournament to steal the powers of the clans who sealed the orochi in the past for an unknown reason a new group of antagonists known as those from the past also appears in the series they want to obtain orochis power for the purpose of giving it to their unknown master the plot and the characters came from the yamata no orochi legend there are also several characters in the games that are parodies or homages to several popular anime manga and films merchandise based on the characters has also been released including action figures and keychains the characters have garnered praise from several video game publications for the quality of their designs and movesets comments focused on the lack of improvements in some of the characters but added that the roster is greatly diverse
1271	D1797	whale wars is a weekly american documentarystyle reality television series that premiered on november 7 2008 on the animal planet cable channel the program follows paul watson founder of the sea shepherd conservation society as he and the crew aboard their various vessels harass japanese whalers off the coast of antarctica on january 5 2013 animal planet renewed the series for a sixth season
1272	D1798	the harpy eagle harpia harpyja is a neotropical species of eagle it is sometimes known as the american harpy eagle to distinguish it from the papuan eagle which is sometimes known as the new guinea harpy eagle or papuan harpy eagle it is the largest and most powerful raptor found in the americas and among the largest extant species of eagles in the world it usually inhabits tropical lowland rainforests in the upper emergent canopy layer destruction of its natural habitat has seen it vanish from many parts of its former range and it is nearly extirpated in central america
1273	D1799	biological classification or scientific classification in biology is a method of scientific taxonomy used to group and categorize organisms into groups such as genus or species these groups are known as taxa singular taxon modern biological classification has its root in the work of carolus linnaeus who grouped species according to shared physical characteristics these groupings have since been revised to improve consistency with the darwinian principle of common descent with the introduction of the cladistic method in the late 20th century phylogenetic taxonomy in which organisms are grouped based purely on inferred evolutionary relatedness ignoring morphological similarity has become common in some areas of biology molecular phylogenetics which uses dna sequences as data has also driven many recent revisions and is likely to continue doing so biological classification belongs to the science of biological systematics
1274	D1802	lennons signature john winston ono lennon born john winston lennon 9 october 1940 – 8 december 1980 was an english musician singer and songwriter who rose to worldwide fame as a founder member of the beatles one of the most commercially successful and critically acclaimed acts in the history of popular music with paul mccartney he formed one of the most celebrated songwriting partnerships of the 20th century born and raised in liverpool as a teenager lennon became involved in the skiffle craze his first band the quarrymen evolved into the beatles in 1960 as the group disintegrated towards the end of the decade lennon embarked on a solo career that produced the critically acclaimed albums john lennonplastic ono band and imagine and iconic songs such as give peace a chance and imagine after his marriage to yoko ono in 1969 he changed his name to john ono lennon lennon disengaged himself from the music business in 1975 to devote time to raising his infant son sean but reemerged with ono in 1980 with the new album double fantasy he was murdered three weeks after its release lennon revealed a rebellious nature and acerbic wit in his music writing drawings on film and in interviews controversial through his political and peace activism he moved to new york city in 1971 where his criticism of the vietnam war resulted in a lengthy attempt by richard nixon s administration to deport him while some of his songs were adopted as anthems by the antiwar movement as of 2012 lennons solo album sales in the united states exceed 14 million units and as writer cowriter or performer he is responsible for 25 numberone singles on the us hot 100 chart in 2002 a bbc poll on the 100 greatest britons voted him eighth and in 2008 rolling stone ranked him the fifthgreatest singer of all time he was posthumously inducted into the songwriters hall of fame in 1987 and into the rock and roll hall of fame in 1994
1275	D1803	statue of rip van winkle in irvington new york not far from sunnyside the home of washington irving rip van winkle is a short story by american author washington irving published in 1819 as well as the name of the storys fictional protagonist written while irving was living in birmingham england it was part of a collection entitled the sketch book of geoffrey crayon although the story is set in new york s catskill mountains irving later admitted when i wrote the story i had never been on the catskills
1276	D1804	peewee herman is a comic fictional character created and portrayed by american comedian paul reubens he is best known for his two television series and film series during the 1980s the childlike peewee herman character developed as a stage act that quickly led to an hbo special in 1981 as the stage performance gained further popularity reubens took the character to motion picture with peewees big adventure in 1985 toning down the adult innuendo for the appeal of children this paved the way for peewees playhouse an emmy award winning childrens series that ran on cbs from 19861991 another film big top peewee was released in 1988 due to negative media attention following a scandal in 1991 reubens decided to shelve his alter ego during the 1990s and then gradually resurrected it during the following decade it was at that time that reubens addressed plans to write a new peewee film peewees playhouse the movie in june 2007 reubens appeared as peewee herman for the first time since 1991 at spike tv s guys choice awards
1277	D1805	that 70s show is an american television period sitcom that centers on the lives of a group of teenage friends living in the fictional suburban town of point place wisconsin from may 17 1976 to december 31 1979 it debuted on the fox television network first airing on august 23 1998 running for eight consecutive seasons and concluding with the 200th episode on may 18 2006 the main teenage cast members were topher grace mila kunis ashton kutcher danny masterson laura prepon and wilmer valderrama the main adult cast members were debra jo rupp kurtwood smith don stark and during the first three seasons tanya roberts
1278	D1806	kansas is a us state located in the midwestern united states it is named after the kansas river which flows through it which in turn was named after the kansa native american tribe which inhabited the area the tribes name natively kkąze is often said to mean people of the wind or people of the south wind although this was probably not the terms original meaning residents of kansas are called kansans for thousands of years what is now kansas was home to numerous and diverse native american tribes tribes in the eastern part of the state generally lived in villages along the river valleys tribes in the western part of the state were semi nomadic and hunted large herds of bison kansas was first settled by european americans in the 1830s but the pace of settlement accelerated in the 1850s in the midst of political wars over the slavery issue when officially opened to settlement by the us government in 1854 abolitionist freestaters from new england and proslavery settlers from neighboring missouri rushed to the territory to determine if kansas would become a free state or a slave state thus the area was a hotbed of violence and chaos in its early days as these forces collided and was known as bleeding kansas the abolitionists eventually prevailed and on january 29 1861 kansas entered the union as a free state after the civil war the population of kansas grew rapidly when waves of immigrants turned the prairie into farmland today kansas is one of the most productive agricultural states producing high yields of wheat sorghum and sunflowers kansas is the 15th most extensive and the 33rd most populous of the 50 united states
1279	D1808	psychology is an academic and applied discipline that involves the scientific study of mental functions and behaviors psychology has the immediate goal of understanding individuals and groups by both establishing general principles and researching specific cases and by many accounts it ultimately aims to benefit society in this field a professional or researcher is called a psychologist and can be classified as a social behavioral or cognitive scientist psychologists attempt to understand the role of mental functions in individual and social behavior while also exploring the physiological and neurobiological processes that underlie certain cognitive functions and behaviors psychologists explore concepts such as perception cognition attention emotion phenomenology motivation brain functioning personality behavior and interpersonal relationships psychologists of diverse stripes also consider the unconscious mind psychologists employ empirical methods to infer causal and correlational relationships between psychosocial variables in addition or in opposition to employing empirical and deductive methods some—especially clinical and counseling psychologists—at times rely upon symbolic interpretation and other inductive techniques psychology has been described as a hub science with psychological findings linking to research and perspectives from the social sciences natural sciences medicine and the humanities such as philosophy while psychological knowledge is often applied to the assessment and treatment of mental health problems it is also directed towards understanding and solving problems in many different spheres of human activity the majority of psychologists are involved in some kind of therapeutic role practicing in clinical counseling or school settings many do scientific research on a wide range of topics related to mental processes and behavior and typically work in university psychology departments or teach in other academic settings eg medical schools hospitals some are employed in industrial and organizational settings or in other areas such as human development and aging sports health and the media as well as in forensic investigation and other aspects of law
1280	D1246	thomas jefferson april 13 1743 april 2 1743 os – july 4 1826 was an american founding father the principal author of the declaration of independence 1776 and the third president of the united states 1801–1809 at the beginning of the american revolution he served in the continental congress representing virginia and then served as a wartime governor of virginia 1779–1781 just after the war ended from mid1784 jefferson served as a diplomat stationed in paris in may 1785 he became the united states minister to france jefferson was the first united states secretary of state 1790–1793 serving under president george washington with his close friend james madison he organized the democraticrepublican party and subsequently resigned from washingtons cabinet elected vice president in 1796 when he came in second to john adams of the federalists jefferson opposed adams and with madison secretly wrote the kentucky and virginia resolutions which attempted to nullify the alien and sedition acts elected president in what jefferson called the revolution of 1800 he oversaw the purchase of the vast louisiana territory from france 1803 and sent the lewis and clark expedition 1804–1806 to explore the new west his second term was beset with troubles at home such as the failed treason trial of his former vice president aaron burr with escalating trouble with britain who was challenging american neutrality and threatening shipping at sea he tried economic warfare with his embargo laws which only damaged american trade in 1803 president jefferson initiated a process of indian tribal removal and relocation to the louisiana territory west of the mississippi river in order to open lands for eventual american settlers a leader in the enlightenment jefferson was a polymath who spoke five languages fluently and was deeply interested in science invention architecture religion and philosophy interests that led him to the founding of the university of virginia after his presidency he designed his own large mansion on a 5000 acre plantation near charlottesville virginia which he named monticello while not a notable orator jefferson was a skilled writer and corresponded with many influential people in america and europe throughout his adult life though jefferson owned many slaves he opposed the institution all his life and consequently treated and took care of them very well and expected them to work no more than free farmers since 1802 historians and others have been divided over the controversy of whether jefferson was the father of one or more children belonging to sally hemings a slave at monticello historians are also in disagreement with how much jefferson was committed to the antislavery cause in 1807 president jefferson signed into law a bill that banned the importation of slaves into the united states after martha jefferson his wife of eleven years died in 1782 jefferson remained a widower for the rest of his life their marriage produced six children of whom two survived to adulthood though jefferson has been criticized by many modern day scholars over the issue of slavery he remains rated as one of the greatest us presidents thomas jefferson april 13 1743 april 2 1743 os – july 4 1826 was an american founding father the principal author of the declaration of independence 1776 and the third president of the united states 1801–1809 at the beginning of the american revolution he served in the continental congress representing virginia and then served as a wartime governor of virginia 1779–1781 just after the war ended from mid1784 jefferson served as a diplomat stationed in paris in may 1785 he became the united states minister to france jefferson was the first united states secretary of state 1790–1793 serving under president george washington with his close friend james madison he organized the democraticrepublican party and subsequently resigned from washingtons cabinet elected vice president in 1796 when he came in second to john adams of the federalists jefferson opposed adams and with madison secretly wrote the kentucky and virginia resolutions which attempted to nullify the alien and sedition acts elected president in what jefferson called the revolution of 1800 he oversaw the purchase of the vast louisiana territory from france 1803 and sent the lewis and clark expedition 1804–1806 to explore the new west his second term was beset with troubles at home such as the failed treason trial of his former vice president aaron burr with escalating trouble with britain who was challenging american neutrality and threatening shipping at sea he tried economic warfare with his embargo laws which only damaged american trade in 1803 president jefferson initiated a process of indian tribal removal and relocation to the louisiana territory west of the mississippi river in order to open lands for eventual american settlers a leader in the enlightenment jefferson was a polymath who spoke five languages fluently and was deeply interested in science invention architecture religion and philosophy interests that led him to the founding of the university of virginia after his presidency he designed his own large mansion on a 5000 acre plantation near charlottesville virginia which he named monticello while not a notable orator jefferson was a skilled writer and corresponded with many influential people in america and europe throughout his adult life though jefferson owned many slaves he opposed the institution all his life and consequently treated and took care of them very well and expected them to work no more than free farmers since 1802 historians and others have been divided over the controversy of whether jefferson was the father of one or more children belonging to sally hemings a slave at monticello historians are also in disagreement with how much jefferson was committed to the antislavery cause in 1807 president jefferson signed into law a bill that banned the importation of slaves into the united states after martha jefferson his wife of eleven years died in 1782 jefferson remained a widower for the rest of his life their marriage produced six children of whom two survived to adulthood though jefferson has been criticized by many modern day scholars over the issue of slavery he remains rated as one of the greatest us presidents
1281	D1813	sun city is a 1985 protest song written by steven van zandt produced by van zandt and arthur baker and recorded by artists united against apartheid to convey opposition to the south african policy of apartheid the primary means of that opposition is to declare that all the artists involved would refuse any and all offers to perform at sun city a resort which was located in bantustan of bophuthatswana one of a number of internationally unrecognized supposed independent states created by the south african government to forcibly relocate its black population
1282	D1814	this page is a list of characters in the police academy film and television series
1283	D1816	bill russell won 11 championships with the boston celtics this is a list of nba players with most championships won as a player the national basketball association nba is a major professional basketball league in north america it was founded in 1946 as the basketball association of america baa the league adopted its current name at the start of the when it merged with the national basketball league nbl the nba finals is the championship series for the nba and the conclusion of the sports postseason the winning team of the series receives the larry obrien championship trophy players from the winning team usually receive championship rings from the team honoring their contribution however in some rare occasion the teams opted to gave other commemorative items such as wrist watches instead of rings the number of championships won by nba superstars is often used as a measurement of their greatness boston celtics center bill russell holds the record for the most nba championships won with 11 titles during his 13year playing career he won his first championship with the boston celtics in his rookie year afterwards he went on to win 10 championships in the next 12 years including eight consecutive championships from 1959 to 1966 he won the last two championships in 1968 and 1969 as playercoach russells teammate sam jones won 10 championships from 1959 to 1969 the second most in nba history four celtics players tom heinsohn k c jones satch sanders and john havlicek won eight championships each two other celtics jim loscutoff and frank ramsey won seven championships each four players bob cousy kareem abduljabbar michael jordan and scottie pippen won six championships each jordan and pippen are members of the chicago bulls team who won three consecutive championships twice in the 1990s robert horry and john salley are the only players to have won the championships with three different teams horry won seven championships with the houston rockets the los angeles lakers and the san antonio spurs while salley won four championships with the detroit pistons the bulls and the lakers frank saul and steve kerr are the only players to win two championships with two different teams in consecutive seasons saul won consecutive championships with the rochester royals and the minneapolis lakers in the 1950s while kerr won consecutive championships with the bulls and the spurs in the 1990s
1284	D1817	accuracy indicates proximity of measurement results to the true value precision to the repeatability or reproducibility of the measurement in the fields of science engineering industry and statistics the accuracy of a measurement system is the degree of closeness of measurements of a quantity to that quantitys actual true value the precision of a measurement system also called reproducibility or repeatability is the degree to which repeated measurements under unchanged conditions show the same results although the two words reproducibility and repeatability can be synonymous in colloquial use they are deliberately contrasted in the context of the scientific method a measurement system can be accurate but not precise precise but not accurate neither or both for example if an experiment contains a systematic error then increasing the sample size generally increases precision but does not improve accuracy the result would be a consistent yet inaccurate string of results from the flawed experiment eliminating the systematic error improves accuracy but does not change precision a measurement system is designated valid if it is both accurate and precise related terms include bias non random or directed effects caused by a factor or factors unrelated to the independent variable and error random variability the terminology is also applied to indirect measurements—that is values obtained by a computational procedure from observed data in addition to accuracy and precision measurements may also have a measurement resolution which is the smallest change in the underlying physical quantity that produces a response in the measurement in the case of full reproducibility such as when rounding a number to a representable floating point number the word precision has a meaning not related to reproducibility for example in the ieee 7542008 standard it means the number of bits in the significand so it is used as a measure for the relative accuracy with which an arbitrary number can be represented
1285	D1818	animated colorcoded map showing the various continents and regions depending on the convention and model some continents may be consolidated or subdivided for example eurasia is most often subdivided into europe and asia red shades while north and south america are sometimes recognized as one american continent green shades a continent is one of several very large landmasses on earth they are generally identified by convention rather than any strict criteria with up to seven regions commonly regarded as continents—they are from largest in size to smallest asia africa north america south america antarctica europe and australia in geology continents are described by means of tectonic plates plate tectonics is the process and study of the movement collision and division of continents earlier known as continental drift
1286	D1819	biker boyz is a 2003 film about a group of underground motorcycle drag racers it stars laurence fishburne djimon hounsou derek luke meagan good and larenz tate and is written and directed by reggie rock bythewood it also features lisa bonet orlando jones kid rock and vanessa bell calloway
1287	D1821	for the steel panther song see feel the steel community property is a marital property regime that originated in civil law jurisdictions and is now also found in some common law jurisdictions the states of the united states that recognize community property are primarily in the west it was inherited from mexico s ganancial community system which itself was inherited from spanish law a roman derived civil law system and ultimately from the visigoths while under spanish rule louisiana adopted the ganancial community system of acquests and gains which replaced the traditional french community of movables and acquests in its civil law system map of the united states with community property states highlighted in red in addition to the highlighted states alaska is a separate property state that permits couples to opt into a community property arrangement in a community property jurisdiction most property acquired during the marriage except for gifts or inheritances—the community or communio bonorum—is owned jointly by both spouses and is divided upon divorce annulment or death joint ownership is automatically presumed by law in the absence of specific evidence that would point to a contrary conclusion for a particular piece of property division of community property may take place by item by splitting all items or by value in some jurisdictions such as california a 5050 division of community property is strictly mandated by statute meaning that the focus then shifts to whether particular items are to be classified as community or separate property in other jurisdictions such as texas a divorce court may decree an equitable distribution of community property which may result in an unequal division of such in noncommunity property states property may be divided by equitable distribution generally speaking the property that each partner brings into the marriage or receives by gift bequest or devise during marriage is called separate property ie not community property see division of property division of community debts may not be the same as division of community property for example in california community property is required to be divided equally while community debt is required to be divided equitably property that is owned by one spouse before the marriage is the separate property of that spouse unless the property is transmuted into community property the rules for this vary from jurisdiction to jurisdiction
1288	D1826	the duke and duchess of cambridge waving to the crowd at the mall shortly after the wedding the wedding of prince william duke of cambridge and catherine middleton took place on 29 april 2011 at westminster abbey in london the groom prince william duke of cambridge is the eldest son of charles prince of wales and is second in the line of succession to the british throne and the thrones of fifteen other commonwealth realms the bride catherine kate middleton is the eldest of three children of michael and carole middleton of bucklebury berkshire the dean of westminster john hall presided at the service the archbishop of canterbury rowan williams conducted the marriage richard chartres the bishop of london preached the sermon and a reading was given by the brides brother james williams best man was his brother prince harry while the brides sister pippa was maid of honour the ceremony was attended by the brides and grooms families as well as many foreign royals diplomats and the couples chosen personal guests after the ceremony the couple made the traditional appearance on the balcony of buckingham palace as prince william was not the heir apparent to the throne the wedding was not a full state occasion and many details were left to the couple to decide such as much of the guest list of about 1900 prince william and kate middleton met in 2001 their engagement on 20 october 2010 was announced on 16 november 2010 the buildup to the wedding and the occasion itself attracted much media attention being compared in many ways with the 1981 marriage of williams parents the occasion was a public holiday in the united kingdom and featured many ceremonial aspects including use of the state carriages and roles for the foot guards and household cavalry events were held around the commonwealth to mark the wedding organisations and hotels held events across canada over 5000 street parties were held throughout the united kingdom and one million people lined the route between westminster abbey and buckingham palace the ceremony was viewed live by tens of millions more around the world including 72 million on the youtube royal channel in the united kingdom television audiences peaked at 263 million viewers with a total of 367 million watching part of the coverage
1289	D1828	vanessa joy lachey née minnillo born november 9 1980 is an american television personality television host fashion model and actress minnillo was also named miss teen usa in 1998 she has been a new york based correspondent for entertainment tonight and hosted total request live on mtv
1290	D1829	a hand med lat manus pl manūs is a prehensile multi fingered extremity located at the end of an arm or forelimb of primates and humans chimpanzees monkeys and lemurs a few other vertebrates such as the koala which has two opposable thumbs on each hand and fingerprints remarkably similar to human fingerprints are often described as having either hands or paws on their front limbs hands are the main structures for physically manipulating the environment used for both gross motor skills such as grasping a large object and fine motor skills such as picking up a small pebble the fingertips contain some of the densest areas of nerve endings on the body are the richest source of tactile feedback and have the greatest positioning capability of the body thus the sense of touch is intimately associated with hands like other paired organs eyes feet legs each hand is dominantly controlled by the opposing brain hemisphere so that handedness or the preferred hand choice for singlehanded activities such as writing with a pencil reflects individual brain functioning some evolutionary anatomists use the term hand to refer to the appendage of digits on the forelimb more generally — for example in the context of whether the three digits of the bird hand involved the same homologous loss of two digits as in the dinosaur hand the human hand has 27 bones not including the sesamoid bones which number varies between people 14 of which are the phalanges proximal intermediate and distal of the fingers the metacarpals are the bones that connects the fingers and the wrist each human hand has 5 metacarpals and 8 carpal bones
1291	D1830	too cool was a professional wrestling tag team and former faction most notably active in world wrestling federationentertainment between 1998 and 2001 and for a short time in 2004
1292	D1831	basic digital alarm clock without a radio the mark in the topleft of the display indicates that the time is 400pm not 400am a 1969 radio alarm clock sony digimatic 8fc59w with an early mechanicaldigital display a digital clock is a type of clock that displays the time digitally ie in numerals or other symbols as opposed to an analog clock where the time is indicated by the positions of rotating hands digital clocks are often associated with electronic drives but the digital description refers only to the display not to the drive mechanism both analog and digital clocks can be driven either mechanically or electronically but clockwork mechanisms with digital displays are rare the biggest digital clock is the lichtzeitpegel light time level on the television tower rheinturm düsseldorf germany
1293	D1832	family guy creator seth macfarlane also provides the voices of peter griffin stewie griffin brian griffin and glenn quagmire family guy is an american animated sitcom that features five main voice actors and numerous regular cast and recurring guest stars the principal voice cast consists of show creator seth macfarlane alex borstein seth green mila kunis who replaced lacey chabert after the first season and mike henry and now the new actor beau osborne recurring voice actors include patrick warburton adam west john g brennan nicole sullivan and jennifer tilly and repeat guest stars include phyllis diller charles durning rush limbaugh and phil lamarr many cast members provide voices for multiple characters the voice actors in portraying the various character personalities on the show draw inspiration from celebrities and pop culture family guy characters have been played by more than one actor after members of the show left the series or had conflicting obligations kunis was nominated for an annie award for voicing meg griffin in the season 5 episode barely legal and macfarlane has also won an emmy award for outstanding voiceover performance and an annie award for best voice acting in an animated television production though no other cast member has won an award for their work on the series family guy creator seth macfarlane also provides the voices of peter griffin stewie griffin brian griffin and glenn quagmire family guy is an american animated sitcom that features five main voice actors and numerous regular cast and recurring guest stars the principal voice cast consists of show creator seth macfarlane alex borstein seth green mila kunis who replaced lacey chabert after the first season and mike henry and now the new actor beau osborne recurring voice actors include patrick warburton adam west john g brennan nicole sullivan and jennifer tilly and repeat guest stars include phyllis diller charles durning rush limbaugh and phil lamarr many cast members provide voices for multiple characters the voice actors in portraying the various character personalities on the show draw inspiration from celebrities and pop culture family guy characters have been played by more than one actor after members of the show left the series or had conflicting obligations kunis was nominated for an annie award for voicing meg griffin in the season 5 episode barely legal and macfarlane has also won an emmy award for outstanding voiceover performance and an annie award for best voice acting in an animated television production though no other cast member has won an award for their work on the series
1294	D1833	the five sets of the board game monopoly depicted here show the evolution of the games artwork and designs in the united states from 1935–2005 the history of the board game monopoly can be traced back to the early 20th century the earliest known design was by the american elizabeth magie patented in 1904 but existing as early as 1902 magies original intent was to publish a board game to illustrate an economic principle namely the georgist concept of a single land value tax a series of board games were developed from 1906 through the 1930s that involved the buying and selling of land and the development of that land by 1934 a board game had been created much like the version of monopoly sold by parker brothers and its related companies through the rest of the 20th century and into the 21st several people mostly in the midwestern united states and near the east coast contributed to the games design and evolution by the 1970s the idea that the game had been created solely by charles darrow had become popular folklore it was printed in the games instructions for many years in a 1974 book devoted to monopoly and was cited in a general book about toys even as recently as 2007 even a guide to family games published for readers digest in 2003 only gave credit to darrow and elizabeth magie erroneously stating that magies original game was created in the 1800s and not acknowledging any of the games development between magies creation of the game and the eventual publication by parker brothers also in the 1970s professor ralph anspach who had himself published a board game intended to illustrate the principles of both monopolies and trust busting fought parker brothers and its then parent company general mills over the trademarks of the monopoly board game through the research of anspach and others much of the early history of the game was rediscovered anspach confronted maxine brady author of the 1974 book the monopoly book strategy and tactics of the worlds most popular game over the actual history of the game on barry farber s new york city talk show in 1975 because of the lengthy court process including appeals the legal status of parker brothers trademarks on the game was not settled until 1985 the games name remains a registered trademark of parker brothers as do its specific design elements at the conclusion of the court case the games logo and graphic design elements became part of a larger monopoly brand licensed by parker brothers parent companies onto a variety of items through the present day despite the rediscovery of the board games early history in the 1970s and 1980s and several books and journal articles on the subject hasbro parker brothers current parent company did not acknowledge any of the games history before charles darrow on its official monopoly website as recently as june 2012 nor did hasbro acknowledge anyone other than darrow in materials published or sponsored by them at least as recently as 2006 international tournaments first held in the early 1970s continue to the present with the next world championship likely scheduled for 2013 starting in 1985 a new generation of spinoff board games and card games appeared on both sides of the atlantic ocean in 1989 the first of many video game and computer game editions was published since 1994 many official variants of the game based on locations other than atlantic city new jersey the official us setting or london the official commonwealth setting excepting canada have been published by hasbro or its licensees in 2008 hasbro permanently changed the color scheme and some of the gameplay of the standard us edition of the game to match the uk edition although the us standard edition maintains the atlantic city property names hasbro also modified the official logo to give the mr monopoly character a 3d computergenerated look which has since been adopted by licensees usaopoly winning moves and winning solutions and hasbro has also been including the speed die introduced in 2006s monopoly the mega edition by winning moves games in versions produced directly by hasbro such as the 2009 championship edition
1295	D1834	in baseball a sacrifice fly is a batted ball that satisfies four criteria there are fewer than two outs when the ball is hit the ball is hit to the outfield fair or foul or to infield foul territory the batter is put out because an outfielder or an infielder running in the outfield or foul territory catches the ball on the fly alternatively if the batter would have been out if not for an error or if the outfielder drops the ball and another runner is put out a runner who is already on base scores on the play it is called a sacrifice fly because the batter presumably intends to cause a teammate to score a run while sacrificing his own ability to do so
1296	D1836	minnesota is a us state located in the midwestern united states minnesota was carved out of the eastern half of the minnesota territory and admitted to the union as the 32nd state on may 11 1858 known as the land of 10000 lakes the states name comes from a dakota word for skytinted water those waters together with forests parks and wilderness areas offer residents and tourists a variety of outdoor recreational opportunities minnesota is the 12th most extensive and the 21st most populous of the us states nearly 60 of its residents live in the minneapolis–saint paul metropolitan area known as the twin cities the center of transportation business industry education government and home to an internationally known arts community the remainder of the state consists of western prairies now given over to intensive agriculture deciduous forests in the southeast now cleared farmed and settled and the less populated north woods used for mining forestry and recreation minnesota is known for its relatively mixed social and political orientations and has a high rate of civic participation and voter turnout minnesota ranks among the healthiest states and has a highly literate population the large majority of residents are of scandinavian and german descent the state is known as a center of scandinavian american culture ethnic diversity has increased in recent decades substantial influxes of asian african and latin american immigrants have joined the descendants of european settlers and the original native american inhabitants
1297	D1837	grants are nonrepayable funds by one party grant makers often a government department corporation foundation or trust to a often but not always a nonprofit entity educational institution business or an individual in order to receive a grant some form of grant writing often referred to as either a proposal or an application is usually required most grants are made to fund a specific project and require some level of compliance and reporting the grant writing process involves an applicant submitting a proposal or submission to a potential funder either on the applicants own initiative or in response to a request for proposal from the funder other grants can be given to individuals such as victims of natural disasters or individuals who seek to open a small business sometimes grant makers require grant seekers to have some form of taxexempt status be a registered nonprofit organization or a local government for example tiered funding for a freeway are very large grants negotiated at government policy level however smaller grants may be provided by a government agency eg municipal government projectrelated funding involving governments business communities and individuals is often arranged by application either in writing or online
1298	D1838	naturally occurring cobalt co is composed of 1 stable isotope 59co 28 radioisotopes have been characterized with the most stable being 60co with a halflife of 52714 years 57co with a halflife of 27179 days 56co with a halflife of 7727 days and 58co with a halflife of 7086 days all of the remaining radioactive isotopes have halflives that are less than 18 hours and the majority of these have halflives that are less than 1 second this element also has 11 meta states all of which have halflives less than 15 minutes the isotopes of cobalt range in atomic weight from 47co to 75co the primary decay mode for isotopes with atomic mass unit values less than that of the most abundant stable isotope 59co is electron capture and the primary mode of decay for those of greater than 59 atomic mass units is beta decay the primary decay products before 59co are iron isotopes and the primary products after are nickel isotopes standard atomic mass 589331955 u
